transaction_date,product_name,category,total_quantity,total_sales,avg_discount,avg_unit_price,promotion_active,holiday,is_weekend,season,transaction_count,lag_1,lag_7,rolling_mean_7,rolling_mean_30,rolling_std_7,trend
2025-01-01,Smartphone,Electronics,1,152.32,20.0,190.4,1,0,0,Winter,1,2.0,1.0,1.8571428571428572,1.9,1.2149857925879115,2.0
2025-01-02,Smartphone,Electronics,2,342.72,10.0,190.4,1,0,0,Winter,1,1.0,4.0,1.8571428571428572,1.8666666666666667,1.2149857925879115,1.0
2025-01-03,Smartphone,Electronics,1,161.84,15.0,190.4,1,0,0,Winter,1,2.0,1.0,1.5714285714285714,1.8,0.7867957924694428,2.0
2025-01-10,Smartphone,Electronics,1,152.32,20.0,190.4,1,0,0,Winter,1,1.0,3.0,1.5714285714285714,1.8,0.7867957924694428,1.0
2025-01-14,Smartphone,Electronics,2,371.28,2.5,190.4,1,0,0,Winter,2,1.0,1.0,1.2857142857142858,1.8,0.4879500364742664,1.0
2025-01-15,Smartphone,Electronics,1,180.88,5.0,190.4,1,0,0,Winter,1,2.0,1.0,1.4285714285714286,1.7333333333333334,0.5345224838248483,2.0
2025-01-21,Smartphone,Electronics,4,761.6,0.0,190.4,0,0,0,Winter,1,1.0,2.0,1.4285714285714286,1.6666666666666667,0.5345224838248483,1.0
2025-01-26,Smartphone,Electronics,1,190.4,0.0,190.4,0,1,1,Winter,1,4.0,1.0,1.7142857142857142,1.7333333333333334,1.1126972805283732,4.0
2025-02-05,Smartphone,Electronics,1,142.8,25.0,190.4,1,0,0,Winter,1,1.0,2.0,1.7142857142857142,1.6333333333333333,1.1126972805283732,1.0
2025-02-06,Smartphone,Electronics,4,742.56,2.5,190.4,1,0,0,Winter,2,1.0,1.0,1.5714285714285714,1.6333333333333333,1.1338934190276813,1.0
2025-02-09,Smartphone,Electronics,5,904.4,5.0,190.4,1,0,1,Winter,1,4.0,1.0,2.0,1.7,1.4142135623730947,4.0
2025-02-10,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Winter,1,5.0,2.0,2.5714285714285716,1.8,1.7182493859684487,5.0
2025-02-13,Smartphone,Electronics,1,171.36,10.0,190.4,1,0,0,Winter,1,1.0,1.0,2.4285714285714284,1.8,1.8126539343499313,1.0
2025-02-26,Smartphone,Electronics,1,190.4,0.0,190.4,0,1,0,Winter,1,1.0,4.0,2.4285714285714284,1.8,1.8126539343499313,1.0
2025-02-28,Smartphone,Electronics,4,685.44,10.0,190.4,1,0,0,Winter,1,1.0,1.0,2.0,1.7666666666666666,1.7320508075688772,1.0
2025-03-03,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,4.0,1.0,2.4285714285714284,1.8,1.8126539343499313,4.0
2025-03-05,Smartphone,Electronics,2,323.68,15.0,190.4,1,0,0,Summer,1,1.0,4.0,2.4285714285714284,1.7333333333333334,1.8126539343499313,1.0
2025-03-11,Smartphone,Electronics,2,323.68,15.0,190.4,1,0,0,Summer,1,2.0,5.0,2.142857142857143,1.7666666666666666,1.6761634196950514,2.0
2025-03-15,Smartphone,Electronics,2,342.72,10.0,190.4,1,0,1,Summer,2,2.0,1.0,1.7142857142857142,1.8,1.1126972805283735,2.0
2025-03-16,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,1,Summer,1,2.0,1.0,1.8571428571428572,1.8333333333333333,1.0690449676496974,2.0
2025-03-17,Smartphone,Electronics,2,361.76,5.0,190.4,1,0,0,Summer,2,1.0,1.0,1.8571428571428572,1.8333333333333333,1.0690449676496974,1.0
2025-03-20,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,2.0,4.0,2.0,1.8333333333333333,0.9999999999999998,2.0
2025-03-22,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,1,Summer,1,1.0,1.0,1.5714285714285714,1.8333333333333333,0.5345224838248487,1.0
2025-03-25,Smartphone,Electronics,5,952.0,0.0,190.4,0,0,0,Summer,1,1.0,2.0,1.5714285714285714,1.8333333333333333,0.5345224838248487,1.0
2025-04-01,Smartphone,Electronics,5,952.0,0.0,190.4,0,0,0,Summer,1,5.0,2.0,2.0,1.9666666666666666,1.414213562373095,5.0
2025-04-03,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,5.0,2.0,2.4285714285714284,2.0,1.8126539343499313,5.0
2025-04-05,Smartphone,Electronics,1,180.88,5.0,190.4,1,0,1,Summer,1,1.0,1.0,2.2857142857142856,2.0,1.8898223650461359,1.0
2025-04-07,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Summer,1,1.0,2.0,2.2857142857142856,1.9333333333333333,1.8898223650461359,1.0
2025-04-10,Smartphone,Electronics,2,380.8,0.0,190.4,0,1,0,Summer,1,2.0,1.0,2.2857142857142856,1.9666666666666666,1.8898223650461359,2.0
2025-04-15,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,2.0,1.0,2.4285714285714284,2.0,1.8126539343499313,2.0
2025-04-16,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,1.0,5.0,2.4285714285714284,1.9666666666666666,1.8126539343499313,1.0
2025-04-18,Smartphone,Electronics,1,190.4,0.0,190.4,0,1,0,Summer,1,1.0,5.0,1.8571428571428572,1.9666666666666666,1.4638501094227996,1.0
2025-04-19,Smartphone,Electronics,3,571.2,0.0,190.4,0,0,1,Summer,1,1.0,1.0,1.2857142857142858,1.9333333333333333,0.4879500364742667,1.0
2025-04-23,Smartphone,Electronics,4,580.72,25.0,190.4,1,0,0,Summer,3,3.0,1.0,1.5714285714285714,2.0,0.7867957924694431,3.0
2025-04-26,Smartphone,Electronics,4,666.4,12.5,190.4,1,0,1,Summer,2,4.0,2.0,2.0,2.1,1.1547005383792512,4.0
2025-05-01,Smartphone,Electronics,2,342.72,10.0,190.4,1,0,0,Summer,1,4.0,2.0,2.2857142857142856,2.1666666666666665,1.380131118684708,4.0
2025-05-05,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,2.0,1.0,2.2857142857142856,2.2,1.380131118684708,2.0
2025-05-06,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Summer,1,1.0,1.0,2.2857142857142856,2.1,1.380131118684708,1.0
2025-05-10,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,1,Summer,1,2.0,1.0,2.4285714285714284,2.1333333333333333,1.2724180205607032,2.0
2025-05-18,Smartphone,Electronics,1,171.36,10.0,190.4,1,0,1,Summer,1,1.0,3.0,2.4285714285714284,2.1333333333333333,1.2724180205607032,1.0
2025-05-25,Smartphone,Electronics,4,666.4,12.5,190.4,1,0,1,Summer,2,1.0,4.0,2.142857142857143,2.033333333333333,1.345185418269098,1.0
2025-05-29,Smartphone,Electronics,1,171.36,10.0,190.4,1,0,0,Summer,1,4.0,4.0,2.142857142857143,2.0,1.345185418269098,4.0
2025-06-04,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,1.0,2.0,1.7142857142857142,2.0,1.112697280528373,1.0
2025-06-06,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,1.0,1.0,1.5714285714285714,2.0,1.133893419027681,1.0
2025-06-09,Smartphone,Electronics,1,171.36,10.0,190.4,1,0,0,Monsoon,1,1.0,2.0,1.5714285714285714,2.0,1.133893419027681,1.0
2025-06-10,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,1.0,1.0,1.4285714285714286,1.9,1.133893419027681,1.0
2025-06-17,Smartphone,Electronics,1,152.32,20.0,190.4,1,0,0,Monsoon,1,1.0,1.0,1.4285714285714286,1.9,1.133893419027681,1.0
2025-06-21,Smartphone,Electronics,3,542.64,5.0,190.4,1,0,1,Monsoon,1,1.0,4.0,1.4285714285714286,1.8666666666666667,1.133893419027681,1.0
2025-06-28,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,1,Monsoon,2,3.0,1.0,1.2857142857142858,1.9,0.7559289460184545,3.0
2025-07-03,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,2.0,1.0,1.4285714285714286,1.9,0.7867957924694432,2.0
2025-07-04,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Monsoon,1,1.0,1.0,1.4285714285714286,1.9,0.7867957924694432,1.0
2025-07-06,Smartphone,Electronics,3,542.64,5.0,190.4,1,1,1,Monsoon,1,2.0,1.0,1.5714285714285714,1.9,0.7867957924694432,2.0
2025-07-10,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Monsoon,1,3.0,1.0,1.8571428571428572,1.9666666666666666,0.8997354108424375,3.0
2025-07-17,Smartphone,Electronics,3,571.2,0.0,190.4,0,0,0,Monsoon,2,2.0,1.0,2.0,2.0,0.8164965809277261,2.0
2025-07-18,Smartphone,Electronics,6,1123.36,2.5,190.4,1,0,0,Monsoon,2,3.0,3.0,2.2857142857142856,1.9333333333333333,0.7559289460184546,3.0
2025-07-20,Smartphone,Electronics,1,171.36,10.0,190.4,1,0,1,Monsoon,1,6.0,2.0,2.7142857142857144,1.9666666666666666,1.6035674514745464,6.0
2025-07-26,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,1,Monsoon,1,1.0,1.0,2.5714285714285716,1.9666666666666666,1.7182493859684491,1.0
2025-07-28,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,1.0,2.0,2.5714285714285716,1.9666666666666666,1.7182493859684491,1.0
2025-07-31,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,1.0,3.0,2.4285714285714284,1.9333333333333333,1.8126539343499317,1.0
2025-08-01,Smartphone,Electronics,2,352.24,7.5,190.4,1,0,0,Monsoon,2,1.0,2.0,2.142857142857143,1.9,1.8644544714716091,1.0
2025-08-02,Smartphone,Electronics,3,571.2,0.0,190.4,0,0,1,Monsoon,1,2.0,3.0,2.142857142857143,1.9333333333333333,1.8644544714716091,2.0
2025-08-03,Smartphone,Electronics,2,352.24,7.5,190.4,1,0,1,Monsoon,2,3.0,6.0,2.142857142857143,2.0,1.8644544714716091,3.0
2025-08-05,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Monsoon,1,2.0,1.0,1.5714285714285714,2.033333333333333,0.786795792469444,2.0
2025-08-14,Smartphone,Electronics,1,171.36,10.0,190.4,1,0,0,Monsoon,1,2.0,1.0,1.7142857142857142,2.0,0.7559289460184553,2.0
2025-08-16,Smartphone,Electronics,5,952.0,0.0,190.4,0,1,1,Monsoon,2,1.0,1.0,1.7142857142857142,1.9,0.7559289460184553,1.0
2025-08-17,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,1,Monsoon,1,5.0,1.0,2.2857142857142856,1.9333333333333333,1.380131118684709,5.0
2025-08-19,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,2.0,2.0,2.4285714285714284,1.9333333333333333,1.272418020560704,2.0
2025-08-20,Smartphone,Electronics,2,342.72,10.0,190.4,1,0,0,Monsoon,1,1.0,3.0,2.2857142857142856,1.9333333333333333,1.380131118684709,1.0
2025-08-27,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,2.0,2.0,2.142857142857143,1.9333333333333333,1.345185418269099,2.0
2025-09-01,Smartphone,Electronics,4,761.6,0.0,190.4,0,0,0,Monsoon,1,1.0,2.0,2.0,1.9333333333333333,1.4142135623730956,1.0
2025-09-03,Smartphone,Electronics,4,761.6,0.0,190.4,0,0,0,Monsoon,1,4.0,1.0,2.2857142857142856,2.033333333333333,1.6035674514745468,4.0
2025-09-09,Smartphone,Electronics,4,590.24,20.0,190.4,1,0,0,Monsoon,2,4.0,5.0,2.7142857142857144,2.033333333333333,1.6035674514745468,4.0
2025-09-12,Smartphone,Electronics,2,361.76,5.0,190.4,1,0,0,Monsoon,1,4.0,2.0,2.5714285714285716,2.1333333333333333,1.3972762620115442,4.0
2025-09-19,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,2.0,1.0,2.5714285714285716,2.1666666666666665,1.3972762620115442,2.0
2025-09-28,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,1,Monsoon,1,1.0,2.0,2.5714285714285716,2.1666666666666665,1.3972762620115442,1.0
2025-09-29,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,2.0,1.0,2.5714285714285716,2.2,1.3972762620115442,2.0
2025-10-14,Smartphone,Electronics,3,552.16,5.0,190.4,1,0,0,Post-Monsoon,2,1.0,4.0,2.5714285714285716,2.2,1.3972762620115442,1.0
2025-10-16,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Post-Monsoon,1,3.0,4.0,2.4285714285714284,2.2666666666666666,1.272418020560704,3.0
2025-10-26,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,1,Post-Monsoon,1,1.0,4.0,2.0,2.2,1.1547005383792524,1.0
2025-10-29,Smartphone,Electronics,8,1180.48,20.0,190.4,1,0,0,Post-Monsoon,2,1.0,2.0,1.5714285714285714,2.1666666666666665,0.7867957924694446,1.0
2025-11-01,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,1,Post-Monsoon,1,8.0,1.0,2.4285714285714284,2.4,2.5727509827124004,8.0
2025-11-02,Smartphone,Electronics,3,495.04,12.5,190.4,1,0,1,Post-Monsoon,2,1.0,2.0,2.4285714285714284,2.3666666666666667,2.5727509827124004,1.0
2025-11-04,Smartphone,Electronics,5,932.96,5.0,190.4,1,0,0,Post-Monsoon,2,3.0,1.0,2.5714285714285716,2.3666666666666667,2.5727509827124004,3.0
2025-11-05,Smartphone,Electronics,1,161.84,15.0,190.4,1,1,0,Post-Monsoon,1,5.0,3.0,3.142857142857143,2.466666666666667,2.609506430251478,5.0
2025-11-06,Smartphone,Electronics,3,542.64,5.0,190.4,1,0,0,Post-Monsoon,1,1.0,1.0,2.857142857142857,2.4,2.7342623276105895,1.0
2025-11-13,Smartphone,Electronics,3,456.96,20.0,190.4,1,0,0,Post-Monsoon,1,3.0,1.0,3.142857142857143,2.3,2.609506430251478,3.0
2025-11-17,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Post-Monsoon,1,3.0,8.0,3.4285714285714284,2.3666666666666667,2.4397501823713337,3.0
2025-11-23,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,1,Post-Monsoon,1,1.0,1.0,2.4285714285714284,2.3666666666666667,1.51185789203691,1.0
2025-11-25,Smartphone,Electronics,2,352.24,7.5,190.4,1,0,0,Post-Monsoon,2,2.0,3.0,2.5714285714285716,2.4,1.3972762620115449,2.0
2025-12-19,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Winter,1,2.0,5.0,2.4285714285714284,2.433333333333333,1.3972762620115449,2.0
2025-12-22,Smartphone,Electronics,2,333.2,12.5,190.4,1,0,0,Winter,2,2.0,1.0,2.0,2.433333333333333,0.8164965809277276,2.0
2025-12-23,Smartphone,Electronics,2,361.76,5.0,190.4,1,0,0,Winter,1,2.0,3.0,2.142857142857143,2.4,0.6900655593423562,2.0
2025-12-24,Smartphone,Electronics,1,142.8,25.0,190.4,1,0,0,Winter,1,2.0,3.0,2.0,2.4,0.5773502691896282,2.0
2025-12-27,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,1,Winter,1,1.0,1.0,1.7142857142857142,2.3666666666666667,0.4879500364742694,1.0
2024-05-10,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,1.0,1.0,1.4285714285714286,2.066666666666667,0.7867957924694424,1.0
2024-05-25,Smartphone,Electronics,2,323.68,15.0,190.4,1,0,1,Summer,1,1.0,3.0,1.4285714285714286,2.066666666666667,0.7867957924694424,1.0
2024-05-28,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Summer,1,2.0,1.0,1.2857142857142858,2.1,0.4879500364742654,2.0
2024-05-29,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,2.0,2.0,1.4285714285714286,2.1333333333333333,0.5345224838248476,2.0
2024-05-30,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Summer,1,1.0,1.0,1.2857142857142858,2.1333333333333333,0.4879500364742654,1.0
2024-06-09,Smartphone,Electronics,3,428.4,25.0,190.4,1,0,1,Monsoon,1,1.0,1.0,1.2857142857142858,2.033333333333333,0.4879500364742654,1.0
2024-06-15,Smartphone,Electronics,1,180.88,5.0,190.4,1,0,1,Monsoon,1,3.0,1.0,1.5714285714285714,2.066666666666667,0.7867957924694423,3.0
2024-07-02,Smartphone,Electronics,3,571.2,0.0,190.4,0,0,0,Monsoon,1,1.0,1.0,1.5714285714285714,2.0,0.7867957924694423,1.0
2024-07-03,Smartphone,Electronics,4,685.44,10.0,190.4,1,0,0,Monsoon,1,3.0,2.0,1.8571428571428572,2.033333333333333,0.8997354108424365,3.0
2024-07-04,Smartphone,Electronics,1,180.88,5.0,190.4,1,0,0,Monsoon,1,4.0,2.0,2.142857142857143,2.1,1.214985792587911,4.0
2024-07-06,Smartphone,Electronics,1,161.84,15.0,190.4,1,0,1,Monsoon,1,1.0,1.0,2.0,2.0,1.2909944487358052,1.0
2024-07-08,Smartphone,Electronics,3,552.16,2.5,190.4,1,0,0,Monsoon,2,1.0,1.0,2.0,1.8666666666666667,1.2909944487358052,1.0
2024-07-10,Smartphone,Electronics,3,571.2,0.0,190.4,0,0,0,Monsoon,1,3.0,3.0,2.2857142857142856,1.8666666666666667,1.2535663410560167,3.0
2024-07-20,Smartphone,Electronics,3,514.08,7.5,190.4,1,0,1,Monsoon,2,3.0,1.0,2.2857142857142856,1.8,1.2535663410560167,3.0
2024-07-29,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,3.0,3.0,2.5714285714285716,1.8333333333333333,1.1338934190276808,3.0
2024-08-02,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Monsoon,1,1.0,4.0,2.2857142857142856,1.8333333333333333,1.2535663410560167,1.0
2024-08-08,Smartphone,Electronics,3,571.2,0.0,190.4,0,0,0,Monsoon,1,2.0,1.0,2.0,1.8666666666666667,0.9999999999999989,2.0
2024-08-13,Smartphone,Electronics,2,342.72,10.0,190.4,1,0,0,Monsoon,1,3.0,1.0,2.2857142857142856,1.9333333333333333,0.9511897312113409,3.0
2024-08-15,Smartphone,Electronics,1,190.4,0.0,190.4,0,1,0,Monsoon,1,2.0,3.0,2.4285714285714284,1.9333333333333333,0.786795792469442,2.0
2024-08-16,Smartphone,Electronics,2,380.8,0.0,190.4,0,0,0,Monsoon,1,1.0,3.0,2.142857142857143,1.9333333333333333,0.8997354108424362,1.0
2024-08-17,Smartphone,Electronics,1,171.36,10.0,190.4,1,0,1,Monsoon,1,2.0,3.0,2.0,1.9666666666666666,0.8164965809277248,2.0
2024-08-23,Smartphone,Electronics,1,190.4,0.0,190.4,0,0,0,Monsoon,1,1.0,1.0,1.7142857142857142,1.9333333333333333,0.7559289460184531,1.0
2024-08-24,Smartphone,Electronics,1,161.84,15.0,190.4,1,0,1,Monsoon,1,1.0,2.0,1.7142857142857142,1.7666666666666666,0.7559289460184531,1.0
2024-08-26,Smartphone,Electronics,1,190.4,0.0,190.4,0,1,0,Monsoon,1,1.0,3.0,1.5714285714285714,1.7666666666666666,0.7867957924694419,1.0
